Original-Name,Spotify-Name,Spotify-ID,Genres
George-Michael,George-Michael,19ra5tSw0tWufvUp8GotLo,
Geri-Halliwell,Geri-Halliwell,5orH1OWgjAYUX8sZ5gihTv,
Gilberto-Gil,Gilberto-Santa-Rosa,27vNK840zYq6IfDijHPsv1,salsa;-salsa-romantica;-merengue
Gisela,Gisela,6SxnKPhYvkTKp2FtBzh6CI,
Gloria-Estefan,Gloria-Estefan,5IFCkqu9J6xdWeYMk5I889,
Gloria-Gaynor,Gloria-Gaynor,6V6WCgi7waF55bJmylC4H5,disco
Gloria-Trevi,Gloria-Trevi,1Db5GsIoVWYktPoD2nnPZZ,latin-pop
Gorillaz,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,
Grace-Jones,Grace-Jones,2f9ZiYA2ic1r1voObUimdd,art-pop
Green-Day,Green-Day,7oPftvlwr6VrsViSDV7fJY,punk;-pop-punk
Guaraná,Guaraná,14xTevnO8kfFWuP8pXiykn,
Guns-N'-Roses,Guns-N'-Roses,3qm84nBOXUEQ2vnTfUTTFC,rock;-glam-metal;-hard-rock;-classic-rock
Gwen-Stefani,Gwen-Stefani,4yiQZ8tQPux8cPriYMWUFP,
Iggy-Azalea,Iggy-Azalea,5yG7ZAZafVaAlMTeBybKAL,
Iggy-Pop,Iggy-Pop,33EUXrFKGjpUSGacqEHhU4,proto-punk;-glam-rock
Il-Divo,Il-Divo,3KNZ9AOjBajjmr6ZR2VGfl,opera
Imagine-Dragons,Imagine-Dragons,53XhwfbYqKCa1cC15pYq2q,
Incubus,Incubus,3YcBF2ttyueytpXtEzn1Za,nu-metal;-funk-rock;-alternative-metal;-alternative-rock
India-Martínez,India-Martinez,6FOpWOxsjQxKEbLiJpU1xV,flamenco;-flamenco-pop
Inxs,INXS,1eClJfHLoDI4rZe5HxzBFv,
Irene-Cara,Irene-Cara,3oZa8Xs6IjlIUGLAhVyK4G,
Iron-Maiden,Iron-Maiden,6mdiAmATAx73kdxrNrnlao,heavy-metal;-metal;-hard-rock;-rock
Ismael-Serrano,Ismael-Serrano,4eyF2eDCunzeFykH90Ej34,trova;-singer-songwriter;-nueva-trova
Israel-Kamakawiwo'ole,Israel-Kamakawiwo'ole,4ogvuDRerGhZfSf7TtzHlr,
Iván-Ferreiro,Ivan-Ferreiro,3qUrABCNqnkb5gc2YmPVzP,indie
J-Balvin,J-Balvin,1vyhD5VmyZ7KMfW5gqLgo5,reggaeton;-latin
Jaguares,Jaguares,1RgXxY6uzWo9cjYYwwgVGq,rock-en-español;-mexican-rock;-latin-rock;-latin-alternative;-rock-urbano
Jaime-Urrutia,Jaime-Urrutia,21gW1NJCe2sHZ485DBDNlb,
James-Blunt,James-Blunt,7KMqksf0UMdyA0UCf4R3ux,
James-Brown,James-Brown,7GaxyUddsPok8BuhxN6OUW,soul;-motown;-funk
James-Morrison,James-Morrison,3LpLGlgRS1IKPPwElnpW35,
James-Taylor,James-Taylor,0vn7UBvSQECKJm2817Yf1P,folk-rock;-singer-songwriter;-soft-rock
Jamiroquai,Jamiroquai,6J7biCazzYhU3gM9j1wfid,acid-jazz
Janet-Jackson,Janet-Jackson,4qwGe91Bz9K2T8jXTZ815W,new-jack-swing
Janis-Joplin,Janis-Joplin,4NgfOZCL9Ml67xzM0xzIvC,classic-rock;-acid-rock;-psychedelic-rock
Jarabe-de-palo,Jarabe-De-Palo,5B6H1Dq77AV1LZWrbNsuH5,rock-en-español;-latin-rock;-latin-alternative
Jason-Derulo,Jason-Derulo,07YZf4WDAMNwqr4jfgOZ8y,
Javier-Krahe,Javier-Krahe,0ITsXq3KDg1zYk59QnN3rm,singer-songwriter;-trova
Jay-Z,JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,hip-hop;-east-coast-hip-hop;-rap
Jean-Michel-Jarre,Jean-Michel-Jarre,5MhLmv7GgyjbxGqiIGasvT,new-age;-electronic;-space-music
Jennifer-Lopez,Jennifer-Lopez,2DlGxzQSjYe5N6G9nkYghR,
Jennifer-Paige,Jennifer-Paige,26PDtWYDJ1KD0brukKsJH1,
Jennifer-Rush,Jennifer-Rush,3fsCWTIuWIRvEGS7gerSJX,
Jerry-Lee-Lewis,Jerry-Lee-Lewis,2zyz0VJqrDXeFDIyrfVXSo,rockabilly;-rock-and-roll;-boogie-woogie
Jessica-Simpson,Jessica-Simpson,2tFN9ubMXEhdAQvdQxcsma,
Jethro-Tull,Jethro-Tull,6w6z8m4WXX7Tub4Rb6Lu7R,progressive-rock;-symphonic-rock;-art-rock;-classic-rock
Jewel,Jewel,6FbDoZnMBTdhhhLuJBOOqP,
Jim-Morrison,Jim-Morrison,1QB4oo4JbSRdxNyidIuD0W,spoken-word;-psychedelic-rock;-acid-rock
Jimi-Hendrix,Jimi-Hendrix,776Uo845nYHJpNaStv1Ds4,psychedelic-rock;-classic-rock;-acid-rock;-blues-rock
Jimmy-Page,Jimmy-Page,55bGuHb50r5c0PeqqMeNBV,blues-rock;-blues
Joan-Baez,Joan-Baez,1EevBGfUh3RSQSGpluxgBm,folk;-folk-rock;-singer-songwriter
Joan-Manuel-Serrat,Joan-Manuel-Serrat,1t7t8q4zoYHp22JLIx3FM7,trova;-nueva-trova;-singer-songwriter
João-Gilberto,João-Gilberto,77ZUbcdoU5KCPHNUl8bgQy,bossa-nova;-brazilian-jazz;-samba;-latin-jazz;-cool-jazz;-jazz;-mpb
Joaquín-Sabina,Joaquín-Sabina,4aeIWo5CMF1uRmqgJdwkZW,trova;-singer-songwriter;-nueva-trova
Joe-Cocker,Joe-Cocker,3pFCERyEiP5xeN2EsPXhjI,
John-Cale,John-Cale,5MWBg16f5UYiaSlyVhzlIW,art-rock;-baroque-pop;-proto-punk;-singer-songwriter
John-Fogerty,John-Fogerty,5ujCegv1BRbEPTCwQqFk6t,country-rock
John-Lee-Hooker,John-Lee-Hooker,1yNOfXGQNGjAynk77wv85x,blues;-classic-blues;-blues-rock;-country-blues;-soul-blues;-jazz-blues
John-Lennon,John-Lennon,4x1nvY2FN8jxqAFA0DA02H,christmas
John-Mayer,John-Mayer,0hEurMDQu99nJRq8pTxO14,singer-songwriter
John-Newman,John-Newman,34v5MVKeQnIo0CWYMbbrPf,
Johnny-Cash,Johnny-Cash,6kACVPfCOnqzgfEF5ryl0x,country
Johnny-Hallyday,Johnny-Hallyday,2HALYSe657tNJ1iKVXP2xA,variété-française;-chanson;-french-pop
Jon-Secada,Jon-Secada,10n1KB2sjTrGdyuC83y8jW,
Jonas-Brothers,Jonas-Brothers,7gOdHgIoIKoe4i9Tta6qdD,
Jorge-Drexler,Jorge-Drexler,4ssUf5gLb1GBLxi1BhPrVt,trova;-singer-songwriter;-nueva-trova;-latin-folk
José-Feliciano,José-Feliciano,7K78lVZ8XzkjfRSI7570FF,christmas;-bolero
José-José,José-José,4mN0qcMxWX8oToqfDPM5yV,bolero;-bacardi
Juan-Luis-Guerra,Juan-Luis-Guerra-4.40,3nlpTZci9O5W8RsNoNH559,merengue;-bachata;-salsa
Juan-Magán,Juan-Magán,1ackd5XprZEkH3McKbQD51,reggaeton;-latin
Juan-Perro,Juan-Perro,6r3JyEDH6cQyEhcUfTshpt,
Juanes,Juanes,0UWZUmn7sybxMCqrw9tGa7,latin-pop;-colombian-pop;-rock-en-español
Judas-Priest,Judas-Priest,2tRsMl4eGxwoNabM08Dm4I,heavy-metal;-metal;-hard-rock;-glam-metal;-speed-metal
Juice-WRLD,Juice-WRLD,4MCBfE4596Uoi2O4DtmEMz,melodic-rap;-emo-rap
Julieta-Venegas,Julieta-Venegas,2QWIScpFDNxmS6ZEMIUvgm,latin-pop;-latin-rock
Julio-Iglesias,Julio-Iglesias,4etuCZVdP8yiNPn4xf0ie5,bolero
Justin-Bieber,Justin-Bieber,1uNFoZAHBGtllmzznpCI3s,
Justin-Timberlake,Justin-Timberlake,31TPClRtHm23RisEBtV3X7,
Kaiser-Chiefs,Kaiser-Chiefs,0LbLWjaweRbO4FDKYlbfNt,britpop;-indie-rock
Kaka-de-Luxe,Kaka-de-Luxe,4mM3tGIzpscUCNTdDJq2pd,
Kansas,Kansas,2hl0xAkS2AIRAu23TVMBG1,classic-rock;-progressive-rock;-album-rock
Kanye-West,Kanye-West,5K4W6rqBFWDnAN6FQUkS6x,rap
Karol-G,KAROL-G,790FomKkXshlbRYZFtlgla,reggaeton;-latin;-urbano-latino
Kasabian,Kasabian,11wRdbnoYqRddKBrpHt4Ue,britpop;-indie;-indie-rock
Kate-Ryan,Kate-Ryan,47BNWfpngeFHYvBlPPyraM,eurodance;-europop
Katy-Perry,Katy-Perry,6jJ0s89eD6GaHleKKya26X,pop
Keane,Keane,53A0W3U0s8diEn9RhXQhVz,
Keith-Richards,Keith-Richards,08avsqaGIlK2x3i2Cu7rKH,
Kelly-Clarkson,Kelly-Clarkson,3BmGtnKgCSGYIUhmivXKWX,christmas
Kelly-Price,Kelly-Price,49FeZO3eSrJs7oH7lYLU1r,r&b
Kelly-Rowland,Kelly-Rowland,3AuMNF8rQAKOzjYppFNAoB,
Kendrick-Lamar,Kendrick-Lamar,2YZyLoL8N0Wb9xBt1NhZWg,hip-hop;-west-coast-hip-hop
Kenny-G,Kenny-G,6I3M904Y9IwgDjrQ9pANiB,smooth-jazz;-christmas
Kenny-Rogers,Kenny-Rogers,4tw2Lmn9tTPUv7Gy7mVPI4,country
Kesha,Kesha,6LqNN22kT3074XbTVUrhzX,
Ketama,Ketama,5s9GgX51pD0YhcsQRSYlpF,flamenco;-flamenco-pop
Kiko-Veneno,Kiko-Veneno,5TDssiSO1YPd3BINGZx3XP,flamenco;-flamenco-pop
Kim-Petras,Kim-Petras,3Xt3RrJMFv5SZkCfUE8C1J,
Kings-of-Leon,Kings-of-Leon,2qk9voo8llSGYcZ6xrBzKx,modern-rock
Kiss,KISS,07XSN3sPlIlB2L2XNcTwJw,glam-metal;-glam-rock;-hard-rock;-rock;-classic-rock
Kurt-Cobain,Kurt-Cobain,6pAuTi6FXi6qFQJ1dzMXQs,grunge
Kylie-Minogue,Kylie-Minogue,4RVnAU35WRWra6OZ3CbbMA,dance-pop
La-cabra-mecánica,La-Cabra-Mecanica,1g2kmC27Pg8fcsT3O9ecje,flamenco;-flamenco-pop
La-Fuga,La-Fuga,5YyScSZOuBHpoFhGvHFedc,
La-Oreja-de-Van-Gogh,La-Oreja-de-Van-Gogh,4U7lXyKdSf1JbM1aXvsodC,latin-pop
La-Polla-Records,La-Polla-Records,3vHlZN6pTa2zOl2eVxiEdJ,punk;-ska-punk;-ska
La-quinta-estación,La-Quinta-Estacion,7FZj349hdLfD6qzXkJLuAh,latin-pop
La-Unión,La-Unión,2Ax9wZpdlg4r2zkc3pcI8U,rock-en-español;-latin-rock
Lady-Gaga,Lady-Gaga,1HY2Jd0NmPuamShAr6KMms,art-pop;-pop
Lana-Del-Rey,Lana-Del-Rey,00FQb4jTyendYWaN8pK0wa,
Las-Ketchup,Las-Ketchup,1e8GEl48ktvfDpruMKB6Oe,
Laura-Branigan,Laura-Branigan,4463nfFMmK1cwAWBQDwT5e,
Laura-Pausini,Laura-Pausini,2e4nwiX8ZCU09LGLOpeqTH,latin-pop;-italo-dance
Led-Zeppelin,Led-Zeppelin,36QJpDe2go2KgaRleHCDTp,classic-rock;-rock;-hard-rock;-rock-and-roll
Leiva,Leiva,5Hsv8dUHHOdnn72q4XIVz7,
Lenny-Kravitz,Lenny-Kravitz,5gznATMVO85ZcLTkE9ULU7,
Leona-Lewis,Leona-Lewis,5lKZWd6HiSCLfnDGrq9RAm,
Leonard-Cohen,Leonard-Cohen,5l8VQNuIg0turYE1VtM9zV,singer-songwriter
Leonor-Watling,Leonor-Watling,3Ugtds1yOqfTzTwP9iHFZ3,
Level-42,Level-42,0L9xkvBPcEp1nrhDrodxc5,synthpop
Liam-Gallagher,Liam-Gallagher,6sN51vEARnAAdBw1IKZ8Q9,britpop;-madchester;-acoustic-rock
Liam-Payne,Liam-Payne,5pUo3fmmHT8bhCyHE52hA6,
Lil-Nas-X,Lil-Nas-X,7jVv8c5Fj3E9VhNjxT4snq,
Lil-Wayne,Lil-Wayne,55Aa2cqylxrFIXC767Z865,rap;-hip-hop
Lily-Allen,Lily-Allen,13saZpZnCDWOI9D4IJhp1f,
Limahl,Limahl,7LTzUnZaptYfAFmvqW5M6D,synthpop
Linkin-Park,Linkin-Park,6XyY86QOPPrYVGvF9ch6wz,nu-metal;-rap-metal;-rock;-alternative-metal
Lionel-Richie,Lionel-Richie,3gMaNLQm7D9MornNILzdSl,motown
Lisa-Stansfield,Lisa-Stansfield,2jS7I1u7BpgWT9ssG62Zr1,
Little-Richard,Little-Richard,4xls23Ye9WR9yy3yYMpAMm,rockabilly;-rock-and-roll;-doo-wop;-boogie-woogie
Liza-Minelli,Liza-Minnelli,3lQpSzdPxoF1FYk7ilbe37,
Lizzo,Lizzo,56oDRnqbIiwx4mymNEv7dS,
Lola-Índigo,Lola-Indigo,3bvfu2KAve4lPHrhEFDZna,
Loquillo,Loquillo,5Fv0DQ1ZBuc2DlidtOUCZr,
Loquillo-y-Trogloditas,Loquillo-Y-Los-Trogloditas,4EM1gc21UrYHQ3eal963Xl,
Lori-Meyers,Lori-Meyers,3mOsjj1MhocRVwOejIZlTi,indie
Los-Fabulosos-Cadillacs,Los-Fabulosos-Cadillacs,2FS22haX3FYbyOsUAkuYqZ,rock-en-español;-latin-rock;-ska;-argentine-rock;-latin-alternative;-mexican-ska
Los-Lobos,Los-Lobos,6OWapcJm9xd55ci9CYbAuT,roots-rock
Los-Nikis,Los-Nikis,7EoOjJbAGBo3TCBdkHoX77,
Los-Planetas,Los-Planetas,0N1TIXCk9Q9JbEPXQDclEL,
Los-Rodríguez,Los-Rodriguez,3XkJyJgJDxnjdQgH0zfT8K,latin-rock;-argentine-rock;-rock-en-español
Los-Ronaldos,Los-Ronaldos,1OTnb625gMBm5NsLYAdUEm,
Los-secretos,Los-Secretos,2KEDbpUlz9nwtGywHT4gyf,
Los-Suaves,Los-Suaves,1Z3i5hUtelWqBwEA1RoWhL,rock-urbano
Los-Toreros-Muertos,Los-Toreros-Muertos,6o3v1RDHCgICZ7I4y1BtJI,rock-en-español;-latin-rock
Lou-Bega,Lou-Bega,46lnlnlU0dXTDpoAUmH6Qx,
Lou-Reed,Lou-Reed,42TFhl7WlMRXiNqzSrnzPL,glam-rock;-proto-punk
Louis-Armstrong,Louis-Armstrong,19eLuQmk9aCobbVDHc6eek,jazz;-swing-music;-big-band;-vocal-jazz;-jazz-blues
Love-of-Lesbian,Love-of-Lesbian,6VCoG3MG7ZKRxDjaYOvtrF,indie
Luar-Na-Lubre,Luar-Na-Lubre,5JqaR50nAadSYO26G1x97a,celtic;-folk;-traditional-music;-medieval
Lucie-Silvas,Lucie-Silvas,57HiMjhnxdJflQodRyC5Ju,
Lucrecia,Lucrecia,2lylnjEoxCfNCh8LU6BQ14,son-cubano;-salsa;-bolero
Luis-Eduardo-Aute,Luis-Eduardo-Aute,67h1eGw2OFs89l8EnaOdoS,trova;-nueva-trova;-singer-songwriter
Luis-Fonsi,Luis-Fonsi,4V8Sr092TqfHkfAA5fXXqG,latin
Luis-Miguel,Luis-Miguel,2nszmSgqreHSdJA3zWPyrW,mariachi;-bolero;-latin-pop
Luz,Luz-Casal,1HUbv0v2f9HNE6qIbB35El,
M-clan,M-Clan,4oVqMVHC03xnYJ7fyb1dh6,
Mac-Miller,Mac-Miller,4LLpKhyESsyAXpc4laK94U,
Macaco,Macaco,7mUBMaZW1MXGswaneb0JTT,spanish-language-reggae;-latin-alternative
Madcon,Madcon,6c4sUNBgdonFJz8Kx2VsGz,norwegian-hip-hop
Madness,Madness,4AYkFtEBnNnGuoo8HaHErd,ska
Madonna,Madonna,6tbjWDEIzxoDsBA1FuhfPW,
Mago-de-Oz,Mägo-de-Oz,5ZNxiPcbKgaNcBrERMpqeu,rock-en-español;-folk-metal;-rock-urbano;-celtic-rock;-mexican-rock
Maldita-Nerea,Maldita-Nerea,3heR1it0slFXjaa7E62zpw,
Malú,Malú,3TLGNOdp1UWYMnV5XG9HkR,flamenco-pop;-flamenco
Maluma,Maluma,1r4hJ1h58CWwUQe3MxPuau,reggaeton;-latin;-urbano-latino
Maná,Maná,7okwEbXzyT2VffBmyQBWLz,rock-en-español;-latin-rock;-mexican-rock;-latin-pop
Manic-Street-Preachers,Manic-Street-Preachers,2uH0RyPcX7fnCcT90HFDQX,britpop
Manolo-García,Manolo-Garcia,4eBTqTx5ssOK5YwmijmfU4,flamenco;-flamenco-pop
Manolo-Tena,Manolo-Tena,7gyFPwPjI8N3wIyTghT7xw,trova;-nueva-trova
Manowar,Manowar,4CzUzn54Cp9TQr6a7JIlMZ,power-metal;-heavy-metal;-metal;-hard-rock;-speed-metal
Manu-Chao,Manu-Chao,6wH6iStAh4KIaWfuhf0NYM,latin-alternative
Manu-Tenorio,Manu-Tenorio,0vz78iHqEmr4rjXhgKTPF7,flamenco;-flamenco-pop
Manuel-Carrasco,Manuel-Carrasco,7qAoXV4U0qDxQAUqhszjAA,flamenco;-flamenco-pop
Manuel-Turizo,Manuel-Turizo,0tmwSHipWxN12fsoLcFU3B,reggaeton;-pop-urbano;-latin;-colombian-pop
Marc-Anthony,Marc-Anthony,4wLXwxDeWQ8mtUIRPxGiD6,salsa;-salsa-romantica;-merengue;-bachata;-latin
Marea,Marea,5EBH204cwRkvAWknwTAjCQ,rock-urbano
María-Becerra,Maria-Becerra,1DxLCyH42yaHKGK3cl5bvG,argentine-trap
Mariah-Carey,Mariah-Carey,4iHNK0tOyZPYnBU7nGAgpQ,christmas
Marie-Fredriksson,Marie-Fredriksson,4YkPXMsmFf3K2XFHPddqFU,swedish-ballads
Marilyn-Manson,Marilyn-Manson,2VYQTNDsvvKN9wmU5W7xpj,industrial-metal;-industrial-rock;-industrial;-metal;-nu-metal
Mark-Knopfler,Dire-Straits,0WwSkZ7LtFUFjGjMZBMt6T,classic-rock
Mark-Ronson,Mark-Ronson,3hv9jJF3adDNsBSIQDqcjp,
Marlango,Marlango,1sssLDz8bNSqKkW1zndP0D,
Maroon-5,Maroon-5,04gDigrS5kc9YWfZHwBETP,pop
Marta-Botía,Marta-Botía-Alonso,2r9hJHnmCP68Lz5X7x8CLW,
Marta-Sánchez,Marta-Sánchez,368rTiMKMrz3b03az6B14w,latin-pop
Martin-Garrix,Martin-Garrix,60d24wfXkVzDSfLS6hyCjZ,edm;-electronica;-progressive-house
Marvin-Gaye,Marvin-Gaye,3koiLjNrgRTNbOwViDipeA,motown;-soul;-northern-soul;-quiet-storm
Massive-Attack,Massive-Attack,6FXMGgJwohJLUSr5nVlf9X,trip-hop;-downtempo
Meat-Loaf,Meat-Loaf,7dnB1wSxbYa8CejeVg98hz,
Mecano,Mecano,5BMgsAFg8rZQc3tqs5BB8G,rock-en-español;-latin-pop
Medina-Azahara,Medina-Azahara,72XPmW6k6HZT6K2BaUUOhl,rock-urbano;-flamenco-pop;-flamenco
Meghan-Trainor,Meghan-Trainor,6JL8zeS1NmiOftqZTRgdTz,
Mel-B,Mel-B,2vJU4d2jRQb4zJJIQRkyDB,
Melendi,Melendi,1EXjXQpDx2pROygh8zvHs4,flamenco;-flamenco-pop
Melocos,Melocos,0z6j39UlwCJvfqNzgB55v5,
Melon-Diesel,Melon-Diesel,7vL2cUa3hRkdJzxxDsKHyF,
Men-at-Work,Men-At-Work,0f3EsoviYnRKTkmayI3cux,
Mercedes-Sosa,Mercedes-Sosa,2HvyR5FsU37QMqVzIbGwl7,trova;-folklore-argentino;-nueva-trova;-latin-folk;-singer-songwriter
Merche,Merche,27a2VPd27oQbqE2TdiZVTo,
Metallica,Metallica,2ye2Wgw4gimLv2eAKyk1NB,metal;-thrash-metal;-rock;-heavy-metal;-hard-rock
Miami-Sound-Machine,Miami-Sound-Machine,18xgcedCGxFbqLbIQn5R8F,
Michael-Bolton,Michael-Bolton,6YHEMoNPbcheiWS2haGzkn,soft-rock
Michael-Bublé,Michael-Bublé,1GxkXlMwML1oSg5eLPiAz3,christmas
Michael-Jackson,Michael-Jackson,3fMbdgg4jU18AjLCKBhRSm,
Michael-Stipe,Michael-Stipe,0kOzA3bhyRUQz8wKe7AxIe,
Michel-Teló,Michel-Teló,1sDVuztNhGcetCLChkleDA,sertanejo;-sertanejo-universitário;-sertanejo-tradicional
Mick-Jagger,Mick-Jagger,3d2pb1dHTm8b61zAGVUVvO,
Miguel-Bosé,Miguel-Bosé,7mWCSSOYqm4E9mB7V4ot6S,latin-pop
Miguel-Ríos,Miguel-Ríos,1dpnxi6xgoB2kaRYnnoatZ,rock-en-español;-trova
Mika,MIKA,5MmVJVhhYKQ86izuGHzJYA,
Mike-Oldfield,Mike-Oldfield,562Od3CffWedyz2BbeYWVn,progressive-rock;-new-age;-symphonic-rock
Mike-Posner,Mike-Posner,2KsP6tYLJlTBvSUxnwlVWa,
Mikel-Erentxun,Mikel-Erentxun,7thnnayFyJnVOAJrpe5wMC,rock-en-español;-latin-rock
Miles-Davis,Miles-Davis,0kbYTNQb4Pb1rPbbaF0pT4,jazz;-cool-jazz;-hard-bop;-bebop;-jazz-fusion;-jazz-blues;-free-jazz
Miley-Cyrus,Miley-Cyrus,5YGY8feqx7naU7z4HrwZM6,
Miliki,Miliki,2dOmrWp5gdYx79GS90k6FR,
Miranda-Lambert,Miranda-Lambert,66lH4jAE7pqPlOlzUKbwA0,country
Miranda-Warning,Miranda-Warning,2h5Swqw9IbER44tsebHpHb,
Miss-Caffeina,Miss-Caffeina,1uvhwixGrZkuT2gpQQWgYb,indie
Missy-Elliot,Missy-Elliott,2wIVse2owClT7go1WT98tk,hip-hop
Mocedades,Mocedades,4Sm7JCttzWMwHJtb3UJ8SY,trova
Modern-Talking,Modern-Talking,79bxUQsBIXO8nVLB9fYKf7,italo-disco;-europop;-eurodance
Mojinos-Escozíos,Mojinos-Escozios,41vHguv5A56arhiVNrMW4z,
Molotov,Molotov,27Owkm4TGlMqb0BqaEt3PW,rock-en-español;-mexican-rock;-latin-rock;-ska;-latin-alternative;-mexican-hip-hop;-latin-hip-hop
Mónica-Naranjo,Monica-Naranjo,0zGM73sadbAOBLev02P8LO,latin-pop
Morat,Morat,5C4PDR4LnhZTbVnKWXuDKD,colombian-pop;-latin-pop
Morrissey,Morrissey,3iTsJGG39nMg9YiolUgLMQ,britpop;-madchester;-new-wave;-jangle-pop
Motel,Motel,19IsMFpELM7g2UDuwDlZvU,rock-en-español;-latin-pop
Mötorhead,Motörhead,1DFr97A9HnbV3SKTJFu62M,heavy-metal;-speed-metal;-metal;-hard-rock;-rock
Mumford-&-Sons,Mumford-&-Sons,3gd8FJtBJtkRxdfbTu19U2,folk;-indie-folk;-folk-rock
Muse,Muse,12Chz98pHFMPJEknJQMWvI,alternative-rock;-rock
My-Chemical-Romance,My-Chemical-Romance,7FBcuc1gsnv6Y1nwFtNRCb,emo;-pop-punk;-emo-pop
Nach,Nach,66ArjpKRgw8vYBf9yhktto,latin-hip-hop;-rap
Nacha-Pop,Nacha-Pop,1CdLG4i1rTEOsex2UE0jCH,rock-en-español
Nacho-Cano,Nacho-Cano,3sNPNZwXgDcCY71Jqa7kMe,
Nacho-Canut,Nacho-Cano,3sNPNZwXgDcCY71Jqa7kMe,
Nacho-Vegas,Nacho-Vegas,14CMndDKSsMSvZYXFLZRfn,singer-songwriter
Najwa,Najwa,7dp8dR96gWncIypef8kTnS,
Nat-King-Cole,Nat-King-Cole,7v4imS0moSyGdXyLgVTIV7,christmas;-adult-standards;-vocal-jazz
Natalia,Natalia-Lafourcade,1hcdI2N1023RvSwLzTtdsp,latin-folk;-bolero;-latin-indie;-latin-alternative
Natalia-Lafourcade,Natalia-Lafourcade,1hcdI2N1023RvSwLzTtdsp,latin-folk;-bolero;-latin-indie;-latin-alternative
Natalia-Oreiro,Natalia-Oreiro,0Uit4gta4PrT7HvUe8W2Xo,
Natalie-Cole,Natalie-Cole,5tTsrGPwQRWUsHR2Xf7Ke9,quiet-storm
Natalie-Imbruglia,Natalie-Imbruglia,0dlOr0VIysztGWvU1dpjmP,
Neil-Diamond,Neil-Diamond,7mEIug7XUlQHikrFxjTWes,
Neil-Young,Neil-Young,6v8FB84lnmJs434UJf2Mrm,classic-rock;-folk-rock;-singer-songwriter;-roots-rock
Nek,Nek,5mXMQJHLLfym1KyNcDrhoZ,italo-dance
Nelly-Furtado,Nelly-Furtado,2jw70GZXlAI8QzWeY2bgRc,
Nena-Daconte,Nena-Daconte,58ZTr51uERVdMQbfDbc5B3,
New-Kids-on-the-Block,New-Kids-On-The-Block,55qiaow2sDYtjqu1mwRua6,
New-Order,New-Order,0yNLKJebCb8Aueb54LYya3,new-wave;-synthpop;-post-punk;-madchester
Nick-Carter,Nick-Carter,6eIPFXnKPqSQVxgsU4hELI,
Nick-Cave,Nick-Cave,1RM5gp0RFfjpJhCYFPB30p,
Nick-Cave-&-The-Bad-Seeds,Nick-Cave-&-The-Bad-Seeds,4UXJsSlnKd7ltsrHebV79Q,
Nick-Lowe,Nick-Lowe,3BqaUtuQmqIHg7B5Bc7fP7,power-pop
Nicki-Minaj,Nicki-Minaj,0hCNtLu0JehylgoiP8L4Gh,
Nicki-Nicole,Nicki-Nicole,2UZIAOlrnyZmyzt1nuXr9y,argentine-trap
Nicky-Jam,Nicky-Jam,1SupJlEpv7RS2tPNRaHViT,reggaeton;-latin
Nina-Hagen,Nina-Hagen,7xZHrltZh8zIRvjimgABvj,neue-deutsche-welle;-brazilian-rock
Niña-Pastori,Niña-Pastori,6UelqIK8qwhWFc2f6nSEh8,flamenco;-flamenco-pop
