Original-Name,Spotify-Name,Spotify-ID,Genres
Nina-Simone,Nina-Simone,7G1GBhoKtEPnP86X2PvEYO,vocal-jazz;-jazz-blues;-soul;-soul-jazz;-jazz;-blues
Nino-Bravo,Nino-Bravo,03zz3zpyV15ZGw1cgjZ7tj,
Nirvana,Nirvana,6olE6TJLqED3rqDCT0FyPh,grunge;-rock
No-Doubt,No-Doubt,0cQbJU1aAzvbEmTuljWLlF,
Noa,Noa,6HwRSGDwpltqE6T0xQF8Xu,
Noel-Gallagher,Noel-Gallagher's-High-Flying-Birds,7sjttK1WcZeyLPn3IsQ62L,britpop;-madchester
Norah-Jones,Norah-Jones,2Kx7MNY7cI1ENniW7vT30N,
Nuria-Fergó,Nuria-Fergó,0eU0mDoeIkicltGVoLtGy3,flamenco;-flamenco-pop
Oasis,Oasis,2DaxqgrOhkeH0fpeiQq2f4,britpop;-madchester;-rock
OBK,OBK,00iiLCQzrQfdDg27gus6Ny,synthpop
Olivia-Newton-John,Olivia-Newton-John,4BoRxUdrcgbbq1rxJvvhg9,
Olivia-Rodrigo,Olivia-Rodrigo,1McMsnEElThX1knmY4oliG,
One-Direction,One-Direction,4AK6F7OLvEQ5QYCBNiQWHq,
OneRepublic,OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,soft-pop
Orishas,Orishas,2gKYxTUOqw9aPt7ljMwSHT,latin-hip-hop;-latin-alternative;-latin;-son-cubano
Otis-Redding,Otis-Redding,60df5JBRRPcnSpsIMxxwQm,soul;-motown;-soul-blues
Ozuna,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,reggaeton;-trap-latino;-latin;-urbano-latino
Ozzy-Osbourne,Ozzy-Osbourne,6ZLTlhejhndI4Rh53vYhrY,metal;-glam-metal;-heavy-metal;-hard-rock
P.J.-Harvey,PJ-Harvey,12VaqyEhgwDRuFfEqbnrpz,art-pop;-singer-songwriter
Pablo-Alborán,Pablo-Alborán,5M9Bb4adKAgrOFOhc05Y50,latin-pop
Pablo-López,Pablo-López,4uyqaioPEdClDxU6zvYlAZ,
Pablo-Milanés,Pablo-Milanés,4vOfKh5wz7lTcdqB3EwsC5,trova;-nueva-trova;-singer-songwriter;-bolero;-latin-folk
Paco-de-Lucía,Paco-de-Lucía,3h8OjAdgYXVRoMZ8jFd6Uw,flamenco
Panic!-at-the-Disco,Panic!-At-The-Disco,20JZFwl6HVl6yg8a4H3ZqK,emo
Parachute,Parachute,2PCUhxD40qlMqsKHjTZD2e,
Paramore,Paramore,74XFHRwlV6OrjEM0A2NCMF,pop-punk;-emo;-emo-pop
Pasión-Vega,Pasión-Vega,1SP2KiLZvq07zY1KUoZ3ey,flamenco;-flamenco-pop;-bolero
Pastora-Soler,Pastora-Soler,6nh96lsvDLuCVpgpfjeYnM,flamenco-pop;-flamenco
Pata-Negra,Pata-Negra,06uF7BP6dTC2wH1qZeGC6X,flamenco;-flamenco-pop;-jazz-blues
Patricia-Manterola,Patricia-Manterola,7qGVAYNNMun6Qf3jTkTGmf,
Patti-Smith,Patti-Smith,0vYkHhJ48Bs3jWcvZXvOrP,proto-punk
Patxi-Andión,Patxi-Andion,2Aj63SGDR3lgZ7GVVuK5wU,singer-songwriter;-rock-en-español;-trova
Paul-Anka,Paul-Anka,7ceUfdWq2t5nbatS6ollHh,adult-standards
Paul-McCartney,Paul-McCartney,4STHEaNw4mPZ2tzheohgXB,
Paul-Simon,Paul-Simon,2CvCyf1gEVhI0mX6aFXmVI,singer-songwriter
Paul-Weller,Paul-Weller,7Lf3LOZp3U3u2f6cWMd3AH,britpop
Paulina-Rubio,Paulina-Rubio,1d6dwipPrsFSJVmFTTdFSS,latin-pop
Paulo-Londra,Paulo-Londra,3vQ0GE3mI0dAaxIMYe5g7z,argentine-trap;-trap-latino;-reggaeton
Pearl-Jam,Pearl-Jam,1w5Kfo2jwwIPruYS2UWh56,grunge;-rock;-post-grunge
Pedro-Guerra,Pedro-Guerra,2GrNjfw23jqL1NTopPlc6c,trova;-nueva-trova;-singer-songwriter;-bolero
Pereza,Pereza,6mfK6Q2tzLMEchAr0e9Uzu,
Pet-Shop-Boys,Pet-Shop-Boys,2ycnb8Er79LoH2AsR5ldjh,synthpop;-new-wave
Pete-Doherty,Peter-Doherty,0ikiOZC4SDG6OrgHLESydg,
Peter-Frampton,Peter-Frampton,0543y7yrvny4KymoaneT4W,classic-rock
Peter-Gabriel,Peter-Gabriel,7C4sUpWGlTy7IANjruj02I,art-rock
Pharrell-Williams,Pharrell-Williams,2RdwBSPQiwcmiDo9kixcl8,
Phil-Collins,Phil-Collins,4lxfqrEsLX6N1N4OCSkILp,soft-rock
Phil-Spector,Phil-Spector,3jVMgT4X7YeuYE4aludcmE,doo-wop
Pignoise,Pignoise,21ttsUKZ3y2Hm6nduyvbAw,
Pink,Pink-Floyd,0k17h0D3J5VfsdmQ1iZtE9,progressive-rock;-psychedelic-rock;-classic-rock;-symphonic-rock;-art-rock;-rock
Pink-Floyd,Pink-Floyd,0k17h0D3J5VfsdmQ1iZtE9,progressive-rock;-psychedelic-rock;-classic-rock;-symphonic-rock;-art-rock;-rock
Pitbull,Pitbull,0TnOYISbd1XYRBk9myaseg,
Pitingo,Pitingo,4ByxGModIR7nXk4ZaVFdfO,flamenco;-flamenco-pop
Pixies,Pixies,6zvul52xwTWzilBZl6BUbT,alternative-rock
Placebo,Placebo,6RZUqkomCmb8zCRqc9eznB,britpop
Platero-y-tú,Platero-Y-Tu,1fQt5j7DTPuAOjdbTYgWav,rock-urbano
Post-Malone,Post-Malone,246dkjvS1zLTtiykXe5h60,
Presuntos-implicados,Presuntos-Implicados,7DC1oixQ38ba8Lyk47RlS5,
Prince,Prince-Royce,3MHaV05u0io8fQbZ2XPtlC,bachata;-latin;-bachata-pop
Queen,Queen,1dfeR4HaWDbWqFHLkxsg1d,classic-rock;-rock;-glam-rock
Queens-of-the-Stone-Age,Queens-of-the-Stone-Age,4pejUc4iciQfgdX6OKulQn,stoner-rock;-alternative-rock
Quevedo,Quevedo,52iwsT98xCoGgiGntTiR7K,
Quiet-Riot,Quiet-Riot,1dLWg6m8RRhizsdqJbhyj3,glam-metal;-hard-rock;-glam-rock
Quincy-Jones,Quincy-Jones,3rxIQc9kWT6Ueg4BhnOwRK,soul-jazz;-big-band;-quiet-storm
Quique-González,Quique-González,0uCwhAtvXQlTGZJWDJQykZ,singer-songwriter
R.-Kelly,R.-Kelly,2mxe0TnaNL039ysAj51xPQ,r&b
R.E.M.,R.E.M.,4KWTAlx2RvbpseOGMEmROg,jangle-pop;-alternative-rock;-rock
Radio-Futura,Radio-Futura,4qKJA8Cf8R44cMThP6q8KM,rock-en-español
Radiohead,Radiohead,4Z8W4fKeB5YxbusRsdQVPb,art-rock;-alternative-rock
Rammstein,Rammstein,6wWVKhxIU2cEi0K81v7HvP,industrial-metal;-metal;-industrial-rock;-industrial
Ramones,Ramones,1co4F2pPNH8JjTutZkmgSm,punk;-proto-punk
Raphael,Raphael,796OSRuB0E9Hq55uTFL9U8,
Rauw-Alejandro,Rauw-Alejandro,1mcTU81TzQhprhouKaTkpq,reggaeton;-urbano-latino;-trap-latino;-latin
Ray-Charles,Ray-Charles,1eYhYunlNJlDoQhtYBvPsi,jazz-blues;-soul;-soul-blues;-blues;-vocal-jazz
RBD,RBD,7cjh6y0V9SsyCrWSXTzwOs,latin-pop
Red-Hot-Chili-Peppers,Red-Hot-Chili-Peppers,0L8ExT028jH3ddEcZwqJJ5,funk-rock;-alternative-rock;-rock
Revólver,Revólver,12UVhvACFUGDz4f9mKIMmV,
Ricardo-Arjona,Ricardo-Arjona,0h1zs4CTlU9D2QtgPxptUD,latin-pop
Richard-Ashcroft,Richard-Ashcroft,1HGTHrRQkw0BtevSo1jucU,britpop;-madchester
Rick-Astley,Rick-Astley,0gxyHStUsqpMadRV0Di1Qt,
Ricky-Martin,Ricky-Martin,7slfeZO9LsJbWgpkIoXBUJ,latin-pop;-latin
Rihanna,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,
Ringo-Starr,Ringo-Starr,6DbJi8AcN5ANdtvJcwBSw8,
Rita-Ora,Rita-Ora,5CCwRZC6euC8Odo6y9X8jr,
Robbie-Williams,Robbie-Williams,2HcwFjNelS49kFbfvMxQYw,
Robert-Palmer,Robert-Palmer,530Sdm7eqqzWBdDmILMgnu,
Robert-Plant,Robert-Plant,1OwarW4LEHnoep20ixRA0y,
Robert-Ramírez,Robert-Ramirez,73f358a1bKCzhphlZfGFlu,
Roberta-Flack,Roberta-Flack,0W498bDDNlJIrYMKXdpLHA,adult-standards
Roberto-Carlos,Roberto-Carlos,7fAKtXSdNInWAIf0jVUz65,mpb;-brega;-bolero
Robyn,Robyn,6UE7nl9mha6s8z0wFQFIZ2,
Rocío-Dúrcal,Rocío-Dúrcal,2uyweLa0mvPZH6eRzDddeB,mariachi;-ranchera;-bolero
Rod-Stewart,Rod-Stewart,2y8Jo9CKhJvtfeKOsYzRdT,soft-rock
Roger-Daltrey,Roger-Daltrey,5odf7hjI7hyvAw66tmxhGF,album-rock
Roger-Taylor,Roger-Taylor,2PZEd7yktruWruOqORRChA,
Roger-Waters,Roger-Waters,40DqL6Tv84cKT2pH2NMs9r,progressive-rock;-symphonic-rock;-art-rock
Romeo-Santos,Romeo-Santos,5lwmRuXgjX8xIwlnauTZIP,bachata;-bachata-pop;-latin
Rosa,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,latin
Rosalía,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,latin
Rosana,Rosana,5ttV0N9HvMH3KLqNKcS2M0,trova
Rosario,Rosario-Alfonso,7mirwC8eaTt7tswix93TFZ,latin-indie
Rosendo,Rosendo,0P4FkbP57uc9XBnJ9aoA3N,rock-urbano
Roxette,Roxette,2SHhfs4BiDxGQ3oxqf0UHY,
Roxy-Music,Roxy-Music,3fhOTtm0LBJ3Ojn4hIljLo,glam-rock;-art-rock
Roy-Orbison,Roy-Orbison,0JDkhL4rjiPNEp92jAgJnS,rockabilly
Rozalén,Rozalén,5soMpG6E6oApEiCZgrWeVz,singer-songwriter
Rubén-Blades,Rubén-Blades,5BwMgvRwlq61SmknvsVIQj,salsa;-salsa-romantica;-latin-jazz;-merengue;-son-cubano
Russian-Red,Russian-Red,47wB3vlOd130dM3k5fADQw,
Ryan-Adams,Ryan-Adams,2qc41rNTtdLK0tV3mJn2Pm,alt-country;-americana;-singer-songwriter
Sade,Sade,47zz7sob9NUcODy0BTDvKx,
Sam-Cooke,Sam-Cooke,6hnWRPzGGKiapVX1UCdEAC,motown;-soul
Sam-Ryder,Sam-Ryder,1rvnJJghrxl1xakJZct08m,
Sam-Smith,Sam-Smith,2wY79sveU1sp5g7SokKOiI,soft-pop
Santana,Santana,6GI52t8N5F02MxU0g5U69P,
Santiago-Auserón,Santiago-Auserón,1QnWFj4XbwMBRss56Jk63W,
Sara-Baras,Sara-Baras,2gPs72TW2A2OUSxzFbetKa,flamenco
Sarah-Brightman,Sarah-Brightman,7Ead768rc4ShGxnqtqccU5,opera;-musicals
Sarah-McLachlan,Sarah-McLachlan,4NgNsOXSwIzXlUIJcpnNUp,
Scarlett-Johansson,Scarlett-Johansson,2KAaJOwfu8n93byx6YPRPa,
Scorpions,Scorpions,27T030eWyCQRmDyuvr1kxY,hard-rock;-glam-metal;-rock
Scream,Scream,0wIhCBrT02x0GG5bKqcSAh,hardcore-punk;-punk;-hardcore
Seal,Seal,5GtMEZEeFFsuHY8ad4kOxv,
Sebastián-Yatra,Sebastian-Yatra,07YUOmWljBTXwIseAUd9TW,colombian-pop;-reggaeton;-latin
Second,Second,3Ju3bW8OaeUmfQKqMtATKr,indie
Seguridad-Social,Seguridad-Social,5UbMQUFrcJdDstPCza7y0B,rock-en-español
Selena,Selena-Gomez,0C8ZW7ezQVs4URX5aX7Kqx,pop
Selena-Gómez,Selena-Gomez,0C8ZW7ezQVs4URX5aX7Kqx,pop
Sergio-Dalma,Sergio-Dalma,7x6XYw3yCC67Pizi4o0wvZ,
Sex-Pistols,Sex-Pistols,1u7kkVrr14iBvrpYnZILJR,punk;-proto-punk
Shaila-Durcal,Shaila-Dúrcal,10wi8ujD0qDXSTHYLLzDXG,mariachi;-ranchera
Shakira,Shakira,0EmeFodog0BfCgMzAIvKQp,latin-pop
Shania-Twain,Shania-Twain,5e4Dhzv426EvQe3aDb64jL,country
Sharleen-Spiteri,Sharleen-Spiteri,2oDCaYSoTLVLIBg1gI2dPK,
Shawn-Mendes,Shawn-Mendes,7n2wHs1TKAczGzO7Dd2rGr,
Sheryl-Crow,Sheryl-Crow,4TKTii6gnOnUXQHyuo9JaD,
Sia,Sia,5WUlDfRSoLAfcVSX1WnrxN,
Sidecars,Sidecars,1OxGzd3ks0V8CVWtXT1VMj,
Sidonie,Sidonie,2pMVWkucVS130nJx59uAEa,indie
Silvio-Rodríguez,Silvio-Rodríguez,4rUyBlggM5tZUH5QZn9ZuO,trova;-nueva-trova;-singer-songwriter;-latin-folk
Simon-&-Garfunkel,Simon-&-Garfunkel,70cRZdQywnSFp9pnc2WTCE,folk-rock;-folk
Simple-Minds,Simple-Minds,6hN9F0iuULZYWXppob22Aj,new-wave
Simple-Plan,Simple-Plan,2p4FqHnazRucYQHyDCdBrJ,pop-punk;-punk;-emo
Simply-Red,Simply-Red,1fa0cOhromAZdq2xRA4vv8,
Sinéad-O'Connor,Sinéad-O'Connor,4sD9znwiVFx9cgRPZ42aQ1,
Siniestro-Total,Siniestro-Total,3baxdZ69449O6BMd7yuYXv,
Ska-p,Ska-P,2fiiGUBgPsIKDCE0bTthnl,ska;-ska-punk;-mexican-ska
Slash,Slash,4Cqia9vrAbm7ANXbJGXsTE,acoustic-rock;-hard-rock
Sleepy-Labeef,Sleepy-LaBeef,4TWlhLMKfoIXqJOYxwKhdf,rockabilly;-boogie-woogie;-rock-and-roll
Snoop-Dogg,Snoop-Dogg,7hJcb9fa4alzcOq3EaNPoG,g-funk;-west-coast-hip-hop;-gangster-rap;-hip-hop;-rap
Snow-Patrol,Snow-Patrol,3rIZMv9rysU7JkLzEaC5Jp,
Soda-Stereo,Soda-Stereo,7An4yvF7hDYDolN4m5zKBp,rock-en-español;-latin-rock;-argentine-rock;-latin-alternative
Sole-Giménez,Sole-Gimenez,56FObtReljLqgs2bgQ0kZS,bolero
Soziedad-Alkoholika,Soziedad-Alkoholika,2S5OOMthdyp3Qu4IbTGAQ3,ska-punk;-punk
Spandau-Ballet,Spandau-Ballet,2urZrEdsq72kx0UzfYN8Yv,new-wave;-synthpop
Spice-Girls,Spice-Girls,0uq5PttqEjj3IH1bzwcrXF,
Spin-Doctors,Spin-Doctors,2PSiyldxmJze7xiqbz658m,
Status-Quo,Status-Quo,4gIdjgLlvgEOz7MexDZzpM,glam-rock;-blues-rock
Stereolab,Stereolab,3Rj0tDHoX7C5NFq5DKIpHt,art-pop;-krautrock;-post-rock;-chamber-pop
Stereophonics,Stereophonics,21UJ7PRWb3Etgsu99f8yo8,britpop
Steve-Mac,Steve-Mac,78E5Zx38dgv90Q7VN2AplD,
Steve-Miller-Band,Steve-Miller-Band,6QtGlUje9TIkLrgPZrESuk,classic-rock
Steve-Winwood,Steve-Winwood,5gxynDEKwNDgxGJmJjZyte,soft-rock
Stevie-Wonder,Stevie-Wonder,7guDJrEfX3qb6FEbdPA5qi,motown;-soul
Sting,Sting,0Ty63ceoRnnJKVEYP0VQpk,soft-rock
Suede,Suede,6PHIK3kjWggLtVygsOtpqS,britpop
Sugababes,Sugababes,7rZNSLWMjTbwdLNskFbzFf,
Sugar-Ray,Sugar-Ray,4uN3DsfENc7dp0OLO0FEIb,
Supergrass,Supergrass,0sHeX8oQ6o7xic3wMf4NBU,britpop
Supertramp,Supertramp,3JsMj0DEzyWc0VDlHuy9Bx,progressive-rock;-classic-rock;-symphonic-rock
Suzanne-Vega,Suzanne-Vega,3X0tJzVYoWlfjLYI0Ridsw,singer-songwriter
Syd-Barrett,Syd-Barrett,6Lt3HS8R2v8Q4G7ZkUWa8R,psychedelic-rock;-acid-rock;-psychedelic-pop
Take-That,Take-That,1XgFuvRd7r5g0h844A5ZUQ,
Talking-Heads,Talking-Heads,2x9SpqnPi8rlE9pjHBwmSC,new-wave;-post-punk
Tam-Tam-Go,Tam-Tam-Go!,5S8JCEc9r5JQIOYAHngbCs,latin-rock
Tamara,Tamara,1BY90fgPEPLRdSrdIV9zrz,bolero
Tanita-Tikaram,Tanita-Tikaram,2gTl60Ao3u7bljVnAqxPh8,
Tarque,Tarque,0bbgHE4QN1vDZhkGJw8n9p,
Taxi,Taxi,0U20fLzKnrurHG5cPCwuA9,
Taylor-Swift,Taylor-Swift,06HL4z0CvFAxyc27GXpf02,
Tears-For-Fears,Tears-For-Fears,4bthk9UfsYUYdcFyqxmSUU,new-wave;-synthpop
Tequila,Tequila,6stZWw6L5Sjy5m7OdUR3rO,
Terence-Trent-D'Arby,Sananda-Maitreya,6RGxLsQUoGk5PLyMVwb3yE,
Texas,Texas,5JsdVATHNPE0XdMFMRoSuf,
Thalía,Thalia,23wEWD21D4TPYiJugoXmYb,latin-pop
The-Animals,The-Animals,3ICflSq6ZgYAIrm2CTkfVP,classic-rock
The-Beach-Boys,The-Beach-Boys,3oDbviiivRWhXwIE8hxkVV,baroque-pop
The-Beatles,The-Beatles,3WrFJ7ztbogyGnTHbHJFl2,classic-rock;-psychedelic-rock
The-Blues-Brothers,The-Blues-Brothers,1cHFz6lrt7KAsBV8j2Ny1g,blues;-blues-rock
The-Cabriolets,The-Cabriolets,0uc6jtXYDI9iPAxv817ggK,
The-Cardigans,The-Cardigans,1tqZaCwM57UFKjWoYwMLrw,
The-Cars,The-Cars,6DCIj8jNaNpBz8e5oKFPtp,power-pop;-new-wave;-classic-rock
The-Chemical-Brothers,The-Chemical-Brothers,1GhPHrq36VKCY3ucVaZCfo,big-beat;-alternative-dance;-electronic;-breakbeat
The-Clash,The-Clash,3RGLhK1IP9jnYFH4BRFJBS,punk
The-Communards,The-Communards,17U2ImH5IyYMvjkCfPhMHT,hi-nrg;-synthpop
The-Corrs,The-Corrs,1VbWUxZTRNY2gw3qZ1tg9W,celtic-rock
The-Cranberries,The-Cranberries,7t0rwkOPGlDPEhaOcVtOt9,
The-Cult,The-Cult,49DW3KvkyjHO35mK1JnSyS,hard-rock;-glam-metal
The-Cure,The-Cure,7bu3H8JO7d0UbMoVzbo70s,new-wave;-post-punk;-darkwave
The-Darkness,The-Darkness,5r1bdqzhgRoHC3YcCV6N5a,glam-metal
The-Doors,The-Doors,22WZ7M8sxp5THdruNY3gXt,psychedelic-rock;-classic-rock;-acid-rock
The-Housemartins,The-Housemartins,77D38RDgCtlYNLpayStftL,jangle-pop
The-Human-League,The-Human-League,1aX2dmV8XoHYCOQRxjPESG,new-wave;-synthpop
The-Jackson-5,The-Jackson-5,2iE18Oxc8YSumAU232n4rW,motown;-christmas
The-Jacksons,The-Jacksons,2yrbLiuBmc9j81lTX3XUuI,disco;-motown;-philly-soul
The-Killers,The-Killers,0C0XlULifJtAgn6ZNCW2eu,alternative-rock
The-Kinks,The-Kinks,1SQRv42e4PjEYfPhS0Tk9E,proto-punk;-baroque-pop
The-Lemonheads,The-Lemonheads,6w7fc6IZlo5zwBaKT5jU1X,power-pop;-alternative-rock
The-Mamas-&-the-Papas,The-Mamas-&-The-Papas,1bs7HoMkSyQwcobCpE9KpN,folk-rock
The-Monkees,The-Monkees,320EPCSEezHt1rtbfwH6Ck,
The-Moody-Blues,The-Moody-Blues,5BcZ22XONcRoLhTbZRuME1,progressive-rock;-symphonic-rock;-art-rock;-blues;-baroque-pop;-psychedelic-rock
The-Offspring,The-Offspring,5LfGQac0EIXyAN8aUwmNAQ,punk;-skate-punk
The-Police,The-Police,5NGO30tJxFlKixkPSgXcFE,
The-Pretenders,Pretenders,0GByy3DcfbQwDvXGCWmzv9,
The-Pussycat-Dolls,The-Pussycat-Dolls,6wPhSqRtPu1UhRCDX5yaDJ,
The-Rolling-Stones,The-Rolling-Stones,22bE4uQ6baNwSHPVcDxLCe,classic-rock;-rock
The-Smiths,The-Smiths,3yY2gUcIsjMr8hjo51PoJ8,new-wave;-madchester;-jangle-pop
The-Stone-Roses,The-Stone-Roses,1lYT0A0LV5DUfxr6doRP3d,madchester;-britpop
The-Strokes,The-Strokes,0epOFNiUfyON9EYx7Tpr6V,garage-rock;-indie-rock;-alternative-rock
The-Supremes,The-Supremes,57bUPid8xztkieZfS7OlEV,motown;-northern-soul;-soul
The-Velvet-Underground,The-Velvet-Underground,1nJvji2KIlWSseXRSlNYsC,proto-punk;-art-rock
The-Verve,The-Verve,2cGwlqi3k18jFpUyTrsR84,britpop;-shoegaze
The-Wallflowers,The-Wallflowers,0jJNGWrpjGIHUdTTJiIYeB,
The-Waterboys,The-Waterboys,5TnuP42pw475UrjjeabtwZ,celtic-rock
The-Weeknd,The-Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,
The-Who,The-Who,67ea9eGLXYMsO2eYQRui3w,classic-rock;-rock
The-Yardbirds,The-Yardbirds,2lxX1ivRYp26soIavdG9bX,psychedelic-rock;-acid-rock;-blues-rock
Them,Them-Crooked-Vultures,4zYQWYmtimAEmI6WWEzGfO,stoner-rock
Thom-Yorke,Thom-Yorke,4CvTDPKA6W06DRfBnZKrau,
Timbaland,Timbaland,5Y5TRrQiqgUO4S36tzjIRZ,
Tina-Turner,Tina-Turner,1zuJe6b1roixEKMOtyrEak,
Tino-Casal,Tino-Casal,3PWELXN8Bl961nrQGPVk3u,
Tiziano-Ferro,Tiziano-Ferro,11TplWqOPQBTmg2eiSLt1m,italian-singer-songwriter;-italo-dance
Tokio-Hotel,Tokio-Hotel,46aNfN89JrOQTCy97GoCHa,
Tom-Chaplin,Tom-Chaplin,2QLe6Hv3OunsyrNaTRDxQn,
Tom-Jones,Tom-Jones,1T0wRBO0CK0vK8ouUMqEl5,
Tom-Petty,Tom-Petty,2UZMlIwnkgAEDBsw1Rejkn,classic-rock
Tom-Waits,Tom-Waits,7x83XhcMbOTl1UdYsPTuZM,dark-cabaret;-singer-songwriter
Toni-Braxton,Toni-Braxton,3X458ddYA2YcVWuVIGGOYe,r&b
Tony-Bennett,Tony-Bennett,2lolQgalUvZDfp5vvVtTYV,vocal-jazz;-christmas;-big-band;-adult-standards;-jazz
Toto,TOTO,0PFtn5NtBbbUNbU9EAmIWF,soft-rock
Tove-Lo,Tove-Lo,4NHQUGzhtTLFvgF5SZesLK,
Tracy-Chapman,Tracy-Chapman,7oPgCQqMMXEXrNau5vxYZP,
Travis,Travis-Scott,0Y5tJX1MQlPlqiwlOH1tJY,rap
Travis-Scott,Travis-Scott,0Y5tJX1MQlPlqiwlOH1tJY,rap
Twenty-One-Pilots,Twenty-One-Pilots,3YQKmKGau1PzlVlkL1iodx,
U2,U2,51Blml2LZPmy7TTiAg47vQ,rock
UB40,UB40,69MEO1AADKg1IZrq2XLzo5,reggae
Ultravox,Ultravox,3iUjRVvYCsMfz7tuAQtBDI,synthpop;-new-wave
Underworld,Underworld,1PXHzxRDiLnjqNrRn2Xbsa,big-beat;-electronica
Usher,USHER,23zg3TcAtWQy7J6upgbUnj,r&b
Van-Halen,Van-Halen,2cnMpRsOVqtPMfq7YiFE6K,glam-metal;-classic-rock;-rock;-hard-rock
Van-Morrison,Van-Morrison,44NX2ffIYHr6D4n7RaZF7A,
Vanesa-Martín,Vanesa-Martín,5kSJMVPcTITrSZxTrHllVN,flamenco-pop;-flamenco
Vanessa-Carlton,Vanessa-Carlton,5ILrArfIV0tMURcHJN8Q07,
Vanessa-Paradis,Vanessa-Paradis,1FmxE030Xe2H8Bn9bdv6Pd,variété-française;-chanson;-french-pop
Vanessa-Williams,Vanessa-Williams,75L9s8KVrhCNtBUkZFnDFW,
Vangelis,Vangelis,4P70aqttdpJ9vuYFDmf7f6,new-age
Vargas-Blues-Band,Vargas-Blues-Band,3K6ueahyMBq96ZtDjo9LSn,blues;-blues-rock;-modern-blues
Vega,Vega,3G7gQpRgUyeuiLryLx3x3E,
Vengaboys,Vengaboys,0cwmNvclzPd8mQnoHuIksj,eurodance;-europop
Verónica,Verónica-Sanfilippo,70jDa8sYqczy9YjrRCgftf,
Vetusta-Morla,Vetusta-Morla,6J6yx1t3nwIDyPXk5xa7O8,indie
Víctor-Manuel,Víctor-Manuelle,4N5fp4zhTsVITZTVfsXpc2,salsa;-salsa-romantica;-merengue
Violadores-del-Verso,Violadores-Del-Verso,1DH9RJ0xBVje6gQmK3LWUY,hardcore-hip-hop;-latin-hip-hop
Vonda-Shepard,Vonda-Shepard,0dhxm9QdU7nzflPS6xGQ8P,
Westlife,Westlife,5Z1CCuBsyhEHngq3U5IraY,
Wham!,Wham!,5lpH0xAS4fVfLkACg9DAuM,christmas
Whitney-Houston,Whitney-Houston,6XpaIBNiVzIetEPCWDvAFP,
Wilco,Wilco,2QoU3awHVdcHS8LrZEKvSM,alt-country;-americana;-indie-rock
Will-Smith,Will-Smith,41qil2VaGbD194gaEcmmyx,
Willy-DeVille,Willy-DeVille,4I7KSNpB2zt6XTyCXw7ca9,
Wilson-Pickett,Wilson-Pickett,0N5PyKJzS3M1XNlaCL7bbE,motown;-soul;-northern-soul
Wiz-Khalifa,Wiz-Khalifa,137W8MRPWKqSmrBGDBFSop,rap
Yael-Naim,Yael-Naim,32aFdXARUiqP81SXqIPD4w,
Zayn-Malik,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,
Zucchero,Zucchero,2KftmGt9sk1yLjsAoloC3M,italo-dance;-italian-singer-songwriter
ZZ-Top,ZZ-Top,2AM4ilv6UzW0uMRuqKtDgN,southern-rock;-classic-rock;-blues-rock;-rock
